ID,source,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price
10,city scrape,KozyGuru | Spring Hill | Cosy 1 Bed1Bath,"Spring Hill offers a perfect blend of convenience and charm, located just a stone's throw away from the bustling Brisbane CBD. You'll find yourself surrounded by beautiful heritage-listed buildings, and a vibrant atmosphere. The suburb is known for its trendy cafes, restaurants, and proximity to cultural hotspots and entertainment venues.<br />Whether you're here for business or leisure, our accommodations are thoughtfully designed with modern amenities to ensure your comfort and convenience.",,35345357,MeiXiang,2015-06-09,"New South Wales, Australia","We manage short-let properties on behalf of different landlords. Our aim is to give an excellent service to the guests and make them feel as comfortable as possible. The 'home from home' experience is what we are looking to offer all our guests, and our reviews up to this point attest that we have managed to do so.

If you have a high-class investment property and would like to make a better return than through standard tenancies, drop us a line. We view all the properties from landlords who contact us on Airbnb. We also welcome messages from hosts who have already been renting their property out through Airbnb and are now ready to 'retire'.
",within an hour,100%,100%,f,,13.0,"['email', 'phone', 'work_email']",t,t,Spring Hill,-27.46065,153.02504,Entire home,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Refrigerator"", ""Essentials"", ""Dishwasher"", ""Bed linens"", ""Extra pillows and blankets"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""Washer"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Iron"", ""Hot water"", ""Shower gel"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Kitchen"", ""Wine glasses"", ""Heating"", ""Microwave"", ""Rice maker"", ""Long term stays allowed"", ""Free parking on premises"", ""TV"", ""Dining table"", ""Oven""]",1,365,1.0,4.0,365.0,365.0,2.1,365.0,1,7,37,37,101,34,2,1,47,204,27132.0,2023-06-09,2025-10-28,4.62,4.72,4.35,4.8,4.86,4.72,4.54,f,12,12,0,0,3.42,$133.00
11,city scrape,Spacious room for Female,You’ll love my place because of the comfy bed. My place is good for solo adventurers and business travellers.,,4652567,Ling Linda,2013-01-10,"Calamvale, Australia",,within an hour,100%,100%,t,,1.0,"['email', 'phone', 'work_email']",t,t,Calamvale - Stretton,-27.62944,153.04067,Private room in townhouse,Private room,1,1.0,1 private bath,1.0,1.0,"[""Portable fans"", ""Laundromat nearby"", ""Baking sheet"", ""Exercise equipment"", ""Refrigerator"", ""Essentials"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Bed linens"", ""Shared patio or balcony"", ""Smoke alarm"", ""Mini fridge"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Cooking basics"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Iron"", ""Hot water"", ""Shower gel"", ""Lock on bedroom door"", ""Room-darkening shades"", ""Host greets you"", ""Shampoo"", ""Kitchen"", ""Wine glasses"", ""Ceiling fan"", ""Freezer"", ""Induction stove"", ""Microwave"", ""AC - split type ductless system"", ""Rice maker"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Conditioner"", ""Shared pool"", ""Body soap"", ""TV"", ""Gym"", ""Dining table"", ""Oven""]",2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,6,36,66,317,28,5,0,27,8,30,1380.0,2016-09-12,2025-10-04,4.86,4.93,4.93,5.0,4.89,4.86,4.86,f,1,0,1,0,0.25,$46.00
12,city scrape,CBD Luxury Spacious Family Friendly,"Located in City Parklands, beside Roma St train station, walking distance to Queen St Mall & South Bank cultural precinct. <br /><br />Indoor outdoor pools, spa, steam room, 2 gyms, beautiful BBQ spaces and a view that sweeps across the lush parklands. Cafes onsite serving coffee & bfast/ lunch menu.<br /><br />Unit is spacious with 2 big balconies, 3 bedrooms (each room has a double bed) & 2 bathrooms (bathtub also).  3 televisions with multiple pay TV stations & nintendo, WIFI included. Secure undercover carpark.",,93807227,Megan,2016-09-06,"Queensland, Australia","Clean, tidy, reliable, mature, professional executive",within a few hours,90%,22%,f,,1.0,"['email', 'phone']",t,t,Brisbane City,-27.4629614,153.0164594,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,5.0,"[""Outdoor dining area"", ""BBQ grill"", ""Exercise equipment"", ""Air conditioning"", ""Hot tub"", ""Free parking on premises"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Pets allowed"", ""Smoke alarm"", ""Wifi"", ""Exterior security cameras on property"", ""Pool"", ""HDTV with Apple TV, Disney+, Netflix"", ""Dedicated workspace""]",1,3,1.0,1.0,3.0,3.0,1.0,3.0,5,13,19,102,1,1,0,12,0,6,3000.0,2025-07-06,2025-07-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.23,$500.00
13,city scrape,Altitude Suite - Stunning City & River Views!,"The perfect location plus a balcony! This modern apartment is right in the heart of cultural South Brisbane.<br /><br />You’ll be moments away from the famous South Bank parkland + Streets Beach, Queensland Museum, State Library and Art Gallery and the Brisbane Convention Centre - and easy walking distance to West End & Brisbane City!<br /><br />Building facilities include a gorgeous pool overlooking the city, heated spa, lots of outdoor lounges, outdoor cinema, gym, BBQ area, pizza oven and more!","Within Walking Distance:<br />✔︎ QPAC<br />✔︎ Convention Center<br />✔︎ South Bank Parklands & Beautiful Streets Beach<br />✔︎ Queensland Gallery of Modern Art<br />✔︎ Queensland Museum<br />✔︎ Brisbane CBD<br />✔︎ Queen Street Mall<br />✔︎ West End<br />✔︎ Wheel of Brisbane<br />✔︎ Brisbane’s Best Restaurants, Cafés & Bars<br />✔︎ Treasury Casino<br />✔︎ Queensland State Library<br />✔︎ Ferry Terminal with Free City Hopper Service<br /><br />This is one of the most exciting suburbs in Brisbane. There is so much to do at your doorstep!<br /><br />You will be moments from galleries, museums and the river, as well as surrounded by amazing cafes, restaurants, bars and nightlife. I am certain you are going to love staying here.",78924442,Lee,2016-06-20,"Brisbane, Australia","I am a young professional born and raised in Brisbane and am happy to help you see the great parts of this city that aren't in the Guidebooks.

I started hosting in April of 2018 and have been very fortunate to do this as a full time job. How lucky to be able to do something I LOVE for work! Even though I host several apartments, your stay will still be personal and homely. I have made sure that each of my apartments have all the little touches you'd expect from an Airbnb. 

I enjoy meeting people from different parts of the world and I look forward to connecting with you as a host or traveler. I will do my best to make your stay as comfortable as possible :) ",within an hour,100%,98%,f,,297.0,"['email', 'phone']",t,t,South Brisbane,-27.47388214479169,153.0153329210271,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Refrigerator"", ""Sun loungers"", ""Essentials"", ""Dishwasher"", ""Bed linens"", ""Extra pillows and blankets"", ""Elevator"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""BBQ grill"", ""Pool"", ""Washer"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Iron"", ""River view"", ""Shower gel"", ""Stove"", ""Self check-in"", ""Fire extinguisher"", ""Dryer"", ""Shampoo"", ""Private patio or balcony"", ""Kitchen"", ""Wine glasses"", ""Pack \u2019n play/Travel crib - available upon request"", ""Clothing storage"", ""Dedicated workspace"", ""Microwave"", ""Crib - available upon request"", ""Outdoor furniture"", ""City skyline view"", ""Long term stays allowed"", ""High chair - available upon request"", ""Hot tub"", ""Free parking on premises"", ""Conditioner"", ""Private entrance"", ""Body soap"", ""TV"", ""Gym"", ""Single level home"", ""Dining table"", ""Oven""]",1,365,1.0,3.0,365.0,365.0,2.6,365.0,5,32,55,330,61,47,0,23,19,255,43605.0,2024-06-01,2025-10-05,4.9,4.89,4.89,4.56,4.98,4.93,4.84,t,291,291,0,0,3.46,$171.00
14,city scrape,"Gorgeous Views 72nd Floor with Parking, Pool & Gym","Perched on the 72nd floor in the heart of the Brisbane CBD, this luxurious apartment offers breathtaking panoramic views, three spacious bedrooms, two bathrooms, and two complimentary parking spaces. <br /><br />Enjoy resort-style living with a pool, gym, and 24/7 security. Stylishly designed with floor-to-ceiling windows, a modern kitchen, and open-plan living. Just steps from shopping, dining, and transport, city living at its finest.<br /><br />Book your next stay with Right Now Accomodations.","The Brisbane Skytower experience, a vibrant slice of Queensland’s top-tier CBD. With easy grid access you'll find yourself within a few minutes’ walk from dining, bars, cafes, and transport hubs.<br /><br />Within roughly 0.1–0.2 km, you’ll find Master Tom’s (great breakfast and coffee on Margaret Street), Roti Place (authentic Malaysian on Albert St), Toscano Bar & Kitchen (Italian bistro on Edward St), each just 2–3 minutes’ walk<br /><br />Also nearby: Kabuki Japanese Restaurant on Margaret Street (~0.2 km) and the Port Office Dining Room on Edward Street (~0.2 km), offering refined menus and easy access to river precincts and Queen Street Mall.",687085964,Ashley,2025-03-30,,"Hey there! Ashley and Riley here. 

As lifelong Queensland locals, we know Brisbane and Gold coast like the back of our hand. In 2025, we launched Right Now Accommodations with a clear vision: to offer top-tier accommodation for every guest, no matter where they come from. Whether you're visiting for business or leisure, we're here to meet all your travel needs with care and convenience. 

Your perfect stay, Right Now.",within an hour,100%,97%,t,,6.0,"['email', 'phone']",t,t,Brisbane City,-27.472739011560066,153.02943315769696,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,3.0,"[""Baking sheet"", ""Exercise equipment"", ""Refrigerator"", ""Essentials"", ""Coffee maker"", ""Dishwasher"", ""Bed linens"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Elevator"", ""Smoke alarm"", ""Mini fridge"", ""Toaster"", ""Cleaning products"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Bathtub"", ""Cooking basics"", ""Blender"", ""Carbon monoxide alarm"", ""Washer"", ""Pool"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Iron"", ""River view"", ""Shared BBQ grill"", ""First aid kit"", ""Hot water"", ""Shower gel"", ""Central heating"", ""Room-darkening shades"", ""Stove"", ""Paid parking off premises"", ""Fire extinguisher"", ""Dryer"", ""Shampoo"", ""Paid parking garage on premises"", ""Luggage dropoff allowed"", ""Kitchen"", ""Wine glasses"", ""Freezer"", ""Microwave"", ""City skyline view"", ""Drying rack for clothing"", ""Rice maker"", ""Long term stays allowed"", ""Free parking on premises"", ""Conditioner"", ""Clothing storage: closet"", ""Body soap"", ""TV"", ""Gym"", ""Single level home"", ""Dining table"", ""Oven""]",1,365,1.0,4.0,365.0,365.0,3.1,365.0,16,31,54,318,22,22,3,22,0,132,44220.0,2025-08-04,2025-10-21,4.91,5.0,4.5,4.73,5.0,5.0,4.95,t,4,4,0,0,6.6,$335.00
15,city scrape,The Arthouse Nest Serene 1BR Living,"Immerse yourself in the artistic charm of this serene 1-bedroom retreat, where modern comfort meets creative flair. Just steps from local galleries, cafes, and cultural hotspots, it’s the perfect base for exploring the vibrant energy of the city.<br /><br />Ideal for couples or solo travelers, this cozy haven offers a peaceful escape without missing the excitement nearby.",,405875528,Shang,2021-06-07,,,within a few hours,100%,87%,f,,44.0,"['email', 'phone', 'work_email']",t,t,South Brisbane,-27.47418,153.0156,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""Dishwasher"", ""Bed linens"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Toaster"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""Washer"", ""Hot water kettle"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Iron"", ""55 inch HDTV"", ""Paid high chair - available upon request"", ""Paid crib - available upon request"", ""Hot water"", ""Shower gel"", ""Stove"", ""Room-darkening shades"", ""Fire extinguisher"", ""Dryer"", ""Shampoo"", ""Kitchen"", ""BBQ grill: electric"", ""Wine glasses"", ""Heating"", ""Clothing storage"", ""Freezer"", ""Microwave"", ""Drying rack for clothing"", ""Ethernet connection"", ""Free parking on premises"", ""Conditioner"", ""Body soap"", ""Dining table"", ""Oven""]",2,90,2.0,3.0,90.0,1125.0,2.1,801.7,7,32,50,131,1,1,0,23,0,6,1248.0,2025-10-11,2025-10-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,40,40,0,0,0.94,$208.00
16,city scrape,Chic Kangaroo Point Cliff Apartment,"Spacious apartment ground floor warm Winter Northern Sun garden courtyard, on top of iconic Kangaroo Point Cliffs across the river from the City & Botanic Gardens, walking distance to SouthBank, free CityHopper Ferry, River boardwalks, and the Gabba.","Please NOTE that Guests staying long term require to pay for their electricity usage. Electricity meter reading to be done on the day guests arrive and the day guests check out.<br /><br />Across the road front courtyard, guests will find stairs leading down to parklands fronting the Brisbane river.  A short stroll to the left takes guests to the wonderful Southbank precinct where guests will find numerous parks, playgrounds, a river boardwalk, man-made city beach, rock filled creak and water play areas. This will also take guests to the beautiful Queensland State Library (full of activities for young children in their corner room), the National Gallery of Queensland and the fantastic Gallery of Modern Art (GOMA – Australia’s most popular art gallery in terms of visitor numbers). Guests could happily spend a day (or two) exploring Southbank and not travel further than GOMA. <br /><br />Our family loves this location in Brisbane. Kangaroo Point is the sought after inner-city peninsular ",9043526,Nguyet,2013-09-25,"Ainslie, Australia","I enjoy traveling with my family exploring the world. I have booked our accommodations via AirBNB regularly. I found that staying in an unique home with special personal touch made my travel experience very special and rememberable. It is really welcoming and intimate to have a holiday stay in a home. I appreciated timely supports from my hosts before and during my stay.

This is my first time hosting. I am delighted to share our lovely home with you and wish you a wonderful stay at our home. Your suggestion is most welcome.",within a few hours,100%,78%,f,,4.0,"['email', 'phone']",t,t,Kangaroo Point,-27.48266,153.03342,Entire rental unit,Entire home/apt,4,2.0,2 baths,3.0,4.0,"[""Essentials"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Pool"", ""Washer"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Iron"", ""Hot water"", ""Children\u2019s books and toys"", ""TV with standard cable"", ""Host greets you"", ""Dryer"", ""Shampoo"", ""Kitchen"", ""Pets allowed"", ""Heating"", ""Dedicated workspace"", ""Long term stays allowed"", ""Hot tub"", ""Free parking on premises""]",90,365,19.0,90.0,365.0,365.0,86.3,365.0,0,0,30,305,56,0,0,0,3,0,0.0,2015-06-08,2024-05-07,4.39,4.64,4.4,4.67,4.68,4.82,4.51,f,2,2,0,0,0.44,$230.00
17,city scrape,Charming 1 Bed Cottage with Garden Retreat,"Housemark Escapes proudly lists this quaint 1-bedroom home in peaceful Bald Hills. With a private garden, well-equipped kitchen, and easy access to public transport, it&rsquo;s perfect for couples or solo travellers seeking comfort and convenience.","Bald Hills is one of Brisbane’s quiet and leafy northern suburbs, perfect for guests seeking a calm and welcoming atmosphere. Enjoy walks at the Tinchi Tamba Wetlands, discover local parks and reserves, or head to Strathpine Centre for a wide selection of shops, dining, and entertainment. While it feels tucked away, Bald Hills still offers quick access to the city via road or train, giving you the best of both suburban peace and urban convenience.",709476020,Alana,2025-07-24,,"Welcome to Housemark Escapes! We're passionate about creating comfortable, high-quality stays so you can relax, explore, and enjoy every moment. With years of experience managing beautiful homes, we know what makes a great guest experience — thoughtful touches, reliable service, and spaces that feel like home. We can’t wait to host you!",within an hour,99%,96%,f,,33.0,"['email', 'phone']",t,t,Bald Hills,-27.318423563586272,153.00758967522827,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""Essentials"", ""Backyard"", ""Dishwasher"", ""Bed linens"", ""Smoke alarm"", ""Toaster"", ""Wifi"", ""Dishes and silverware"", ""Bathtub"", ""Washer"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Air conditioning"", ""Iron"", ""Hot water"", ""Shower gel"", ""Stove"", ""Room-darkening shades"", ""Fire extinguisher"", ""Dryer"", ""Shampoo"", ""Kitchen"", ""Pets allowed"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Conditioner"", ""Private entrance"", ""Body soap"", ""TV"", ""Single level home"", ""Oven""]",2,365,2.0,5.0,3.0,365.0,3.0,35.4,3,33,59,328,0,0,0,24,0,0,0.0,,,,,,,,,,t,6,6,0,0,,$197.00
18,city scrape,Queens Wharf 50th Floor,"The whole group will enjoy easy access to everything from this centrally located place.  These 2‑bedroom apartments at Queen's Wharf offer a fantastic mix of contemporary inner-city living, luxurious amenity-rich lifestyle, and prime riverfront position. Perfect whether you're seeking a stylish home in the CBD, a city-base with everything at your doorstep, or a high-end investment in Brisbane's fastest-growing precinct.",,684921971,Nick,2025-03-18,,,,,100%,f,,1.0,"['email', 'phone']",t,t,Brisbane City,-27.47528,153.0268,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Outdoor dining area"", ""Exercise equipment"", ""Paid parking on premises"", ""Air conditioning"", ""Noise decibel monitors on property"", ""Kitchen"", ""Smoke alarm"", ""TV"", ""Exterior security cameras on property"", ""Pool"", ""Wifi"", ""Carbon monoxide alarm"", ""Washer""]",1,365,1.0,1.0,365.0,365.0,1.0,365.0,18,37,62,197,0,0,0,30,0,0,0.0,,,,,,,,,,t,1,1,0,0,,$431.00
19,city scrape,Balmoral City fringe 2 bedroom  Apartment #2,"2 bedroom fully self contained private Apartment Balmoral, fabulous location close to tasty eateries, local transport & city ferry.","Balmoral is a quiet family area with great cafe’s, shops close by. Oxford street is a 10minute walk.",73682486,Adam,2016-05-24,"West End, Australia","Exploring new lands, meeting new people, learning new things makes me feel more alive…",within a few hours,100%,58%,f,,2.0,"['email', 'phone']",t,t,Hawthorne,-27.46321,153.06253,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,4.0,"[""Portable fans"", ""Laundromat nearby"", ""Refrigerator"", ""Essentials"", ""Backyard"", ""Bed linens"", ""Extra pillows and blankets"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Dishes and silverware"", ""Coffee"", ""Bathtub"", ""Cooking basics"", ""Courtyard view"", ""Carbon monoxide alarm"", ""Washer"", ""Blender"", ""Hot water kettle"", ""Outdoor dining area"", ""Free street parking"", ""Hangers"", ""Coffee maker: Nespresso"", ""Iron"", ""Hot water"", ""Shower gel"", ""Children\u2019s books and toys"", ""Stove"", ""Room-darkening shades"", ""Self check-in"", ""Dryer"", ""Shampoo"", ""Kitchen"", ""Pets allowed"", ""Wine glasses"", ""Ceiling fan"", ""Clothing storage"", ""Freezer"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Free parking on premises"", ""Patio or balcony"", ""Conditioner"", ""Private entrance"", ""Body soap"", ""TV"", ""Dining table"", ""Oven""]",5,365,5.0,5.0,365.0,365.0,5.0,365.0,0,0,0,87,1,1,0,0,0,10,2010.0,2025-01-24,2025-01-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.1,$201.00
20,city scrape,"Riverfront Panorama with 2B2B, Parking & Fireworks",Your family will be close to everything when you stay at this centrally located place.,,486831290,Jiayu,2022-11-08,"Brisbane, Australia",,within an hour,100%,100%,,,57.0,"['email', 'phone']",t,t,Brisbane City,-27.47147,153.02315,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Exercise equipment"", ""Refrigerator"", ""Dishwasher"", ""Noise decibel monitors on property"", ""Bed linens"", ""Elevator"", ""Lockbox"", ""Smoke alarm"", ""Toaster"", ""Wifi"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""Pool"", ""Washer"", ""Hot water kettle"", ""Hair dryer"", ""Air conditioning"", ""Hot water"", ""Shower gel"", ""Stove"", ""Self check-in"", ""Dryer"", ""Shampoo"", ""Kitchen"", ""Crib"", ""Wine glasses"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Clothing storage"", ""Microwave"", ""Long term stays allowed"", ""Shared sauna"", ""Hot tub"", ""Free parking on premises"", ""Conditioner"", ""Private entrance"", ""Shared gym in building"", ""Body soap"", ""TV"", ""Dining table"", ""Oven""]",2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,9,39,65,0,0,0,0,0,0,0.0,,,,,,,,,,f,15,10,5,0,,$294.00
21,city scrape,Rainforest Glamping in Outer-Brisbane,"Open a bottle of complimentary wine, sit back and relax under the beautiful night sky in a private, secluded rainforest. <br /><br />This uniquely stylish tent is located on the side of a mountain with a beautiful view under the treetop canopies. <br /><br />A picnic blanket and basket are provided for a romantic picnic in nature.",,355577801,Alexa,2020-07-10,"Teneriffe, Australia",,,,,f,,1.0,"['email', 'phone']",t,t,Pinjarra Hills - Pullenvale,-27.51966,152.8806,Tent,Entire home/apt,2,0.5,Half-bath,1.0,1.0,"[""Outdoor dining area"", ""Fire extinguisher"", ""Free parking on premises"", ""First aid kit"", ""Smoke alarm"", ""Wifi"", ""BBQ grill"", ""Dedicated workspace""]",1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,365,0,0,0,51,0,0,0.0,,,,,,,,,,t,1,1,0,0,,$998.00
22,city scrape,Signal Cottage – Off-Grid Charm Steps from Sand,"Signal Cottage is a rustic beachfront retreat in Cowan Cowan, perfect for families or couples. <br /><br />Full of old-world charm, you can step off the back deck straight onto the sand. <br /><br />Enjoy direct access to the dunes and beach for stunning sunsets or gather around the communal fire pit. <br /><br />A cosy, character-filled escape right by the sea.","Cowan Cowan was originally an Army outpost in WW2, with some 900 soldiers stationed here.<br />Now it consists of some 50 homes and is a very quiet little town.<br /><br />There are no roads on Moreton Island, just sand tracks.<br /><br />You can also lots of places of interest on the island.  Refer to our guide book for places of interest",23395016,Colleen,2014-11-05,"Bulwer, Australia","My husband Peter and I live here on Moreton Island.
Each property we managed is treated like our own and our guests as family.
We have travelled extensively and believe we have a good understanding of the standard of service our clients would expect.
We enjoy entertaining and exploring the remote beached and bays on the island.",within an hour,75%,100%,t,,25.0,"['email', 'phone', 'work_email']",t,t,Moreton Island,-27.12712,153.36556,Entire home,Entire home/apt,6,1.0,1 bath,3.0,5.0,"[""Refrigerator"", ""Essentials"", ""Backyard"", ""Bed linens"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Cleaning products"", ""Dishes and silverware"", ""Coffee"", ""Cooking basics"", ""BBQ grill"", ""Washer"", ""Outdoor dining area"", ""Hot water kettle"", ""Hangers"", ""Hot water"", ""Shower gel"", ""Stove"", ""Beach access \u2013 Beachfront"", ""Shampoo"", ""Kitchen"", ""Wine glasses"", ""Outdoor furniture"", ""Free parking on premises"", ""Patio or balcony"", ""Conditioner"", ""Private entrance"", ""TV"", ""Oven""]",3,1125,2.0,3.0,365.0,365.0,2.4,365.0,6,7,19,217,31,8,1,7,11,48,16128.0,2019-11-03,2025-11-01,4.87,4.94,4.77,4.9,4.84,5.0,4.77,t,16,16,0,0,0.42,$336.00
23,city scrape,"Room 1 A room, a home a place to stay/base","NO KEYS AVAILABLE AFTER 10PM<br />-Locked single room<br />-ONE GUEST ONLY- guests must book in their own name<br />-use of inside/outside sitting areas<br />-Guests  Covid safe behavior required<br />-No smokes. guests who smoke will be asked to leave<br />- CHECK LOCATION BEFORE BOOKING. (55MIN BY BUS to city, 1 1/2 hrs from airport)<br />- Clean. King single bed, business size desk,  draws/hanging space<br />-  TV <br />-Use of kitchen  - no food  supplied. Shelf in fridge<br />- 5 min showers<br />-Ceiling fan but NO AC<br />- Free Street parking","Parks, direct public assess to bus line - direct to city, South bank, Qld Art Gallery.(50 min to city by bus) The bus however, stops at major shopping centres along the way. My home is ideal for taking a some time out, rest and recuperation or simply a base.",2656870,Carol,2012-06-16,"Riverhills, Australia","I am a mother of two sons who have both finnished University. My home is small and homely. There is a general store/hamburger/bakery etc 4min walk away. 
The bus stop is a-direct line to the city, is 4min away.(30 min to Indooroopilly Shopping town and 55min to City)
 I enjoy  hosting Airbnb guests. I   do not have cats/dogs. I am a trained Art/English teacher. However, I work as a Nanny. I would love to meet you.
I am happy to answer questions",within an hour,100%,98%,t,,2.0,"['email', 'phone']",t,t,Riverhills,-27.56106,152.90842,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Portable fans"", ""Laundromat nearby"", ""Exercise equipment"", ""Refrigerator"", ""Essentials"", ""Dishwasher"", ""Bed linens"", ""Extra pillows and blankets"", ""Books and reading material"", ""Lockbox"", ""Shared backyard \u2013 Fully fenced"", ""Shared patio or balcony"", ""Smoke alarm"", ""Toaster"", ""Cleaning products"", ""Dishes and silverware"", ""Coffee"", ""Bathtub"", ""Cooking basics"", ""Blender"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Free street parking"", ""Hangers"", ""Window guards"", ""Clothing storage: wardrobe and dresser"", ""Iron"", ""Electric stove"", ""First aid kit"", ""Hot water"", ""Shower gel"", ""Lock on bedroom door"", ""Self check-in"", ""Shampoo"", ""Kitchen"", ""Wine glasses"", ""Ceiling fan"", ""Dedicated workspace"", ""Microwave"", ""Outdoor furniture"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Conditioner"", ""Body soap"", ""Wifi \u2013 9 Mbps"", ""Free washer \u2013 In building"", ""TV"", ""Single level home"", ""Dining table"", ""Oven""]",1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,19,29,59,334,440,35,3,23,63,210,10500.0,2017-05-15,2025-11-07,4.95,4.95,4.95,4.95,4.96,4.82,4.96,f,2,0,2,0,4.25,$50.00
